# 100 10
1 0 0 0 0 0 0 0 0 0 
0.400516 0.0497548 0.0798474 0.110552 0.115844 0.109788 0.0768377 0.0430699 0.0130649 0.000725828 
0.352521 0.103016 0.0306412 0.0727704 0.0977499 0.119127 0.104054 0.0789188 0.0368637 0.00433691 
0.322684 0.0239237 0.176024 0.03896 0.0683387 0.102636 0.103396 0.0951276 0.0580289 0.0108804 
0.300684 0.16007 0.0589874 0.0175331 0.0489967 0.0924497 0.104382 0.111687 0.0830612 0.0221497 
0.283129 0.0409032 0.0238382 0.270762 0.0248195 0.0637877 0.0798545 0.0974416 0.0850792 0.0303854 
0.268458 0.0844095 0.125124 0.110499 0.0124933 0.056106 0.0779076 0.107567 0.107718 0.0497161 
0.255821 0.0123183 0.0589446 0.0860536 0.317401 0.0287909 0.0448728 0.0701566 0.0793525 0.046289 
0.244697 0.221223 0.00891132 0.0376452 0.148231 0.0259649 0.0468171 0.0836857 0.105846 0.0769787 
0.234748 0.0531048 0.267425 0.0127372 0.0910689 0.0166811 0.037404 0.078131 0.109843 0.0988583 
0.225736 0.104772 0.0885644 0.199595 0.0564329 0.00765005 0.0265663 0.0677393 0.105605 0.117339 
0.217493 0.0200486 0.0373303 0.138619 0.0584103 0.368871 0.00862419 0.0294581 0.0510085 0.0701368 
0.209891 0.149177 0.153022 0.056179 0.0258166 0.178125 0.00599727 0.0354495 0.0686526 0.11769 
0.202833 0.0364758 0.0754198 0.0426615 0.0165702 0.212671 0.338602 0.00938513 0.0206468 0.0447348 
0.196242 0.078909 0.0208992 0.0148394 0.325651 0.0988353 0.149267 0.0106722 0.0275485 0.0771359 
0.190057 0.00650778 0.140916 0.197224 0.133754 0.072634 0.11842 0.00852247 0.0277821 0.104183 
0.184228 0.286809 0.0380982 0.0849014 0.0814208 0.0568586 0.102102 0.00494387 0.0253639 0.135274 
0.178714 0.0624345 0.00829744 0.0775011 0.0944834 0.0794806 0.160005 0.319138 0.00209959 0.0178465 
0.173482 0.121194 0.219015 0.02591 0.0430308 0.0433897 0.10062 0.205137 0.0035906 0.0646308 
0.168501 0.0252661 0.0970628 0.00978712 0.0382083 0.0488703 0.137099 0.309831 0.164915 0.000458098 
0.163749 0.173174 0.0278267 0.167194 0.00996778 0.0213183 0.0801385 0.205355 0.142896 0.008381 
0.159203 0.0431241 0.170774 0.0981518 0.226311 0.00645222 0.0434212 0.129154 0.110076 0.0133322 
0.154846 0.0900009 0.0676304 0.0633304 0.169959 0.291364 0.0183794 0.0656698 0.0661568 0.0126637 
0.150661 0.0103871 0.0189987 0.0366594 0.14946 0.270952 0.0295372 0.13434 0.156557 0.0424469 
0.146635 0.218573 0.101256 0.00361768 0.0704961 0.152825 0.0159317 0.103367 0.137491 0.049808 
0.142756 0.0540788 0.0513644 0.415585 0.0294187 0.0818025 0.00545657 0.0683834 0.103003 0.0481517 
0.139012 0.107585 0.00405102 0.172546 0.0285956 0.117743 0.332371 0.026488 0.0450282 0.0265805 
