# 100 10
0.135394 0.0181684 0.394629 0.0627056 0.00657091 0.0656189 0.175548 0.0326245 0.0626537 0.0460866 
0.131893 0.150202 0.101078 0.0490898 0.223767 0.0461515 0.134246 0.0316433 0.0690704 0.0628577 
0.128502 0.0352432 0.0449913 0.0276217 0.197234 0.0572649 0.191598 0.0501007 0.125943 0.141501 
0.125213 0.0790492 0.205555 0.234393 0.0645781 0.0207703 0.0855533 0.0228427 0.0677807 0.0942645 
0.12202 0.00347744 0.0926062 0.162135 0.0780433 0.0239237 0.137412 0.0344665 0.126484 0.219431 
0.118917 0.357188 0.0173369 0.0634508 0.0361961 0.00778723 0.0880653 0.0182976 0.0916399 0.201121 
0.1159 0.0702523 0.152269 0.0461506 0.0274637 0.354654 0.0421201 0.00536784 0.0483861 0.137437 
0.112962 0.135457 0.0583597 0.0187898 0.00846835 0.277557 0.055931 0.304817 0.00574618 0.0219121 
0.110101 0.029217 0.0126915 0.28244 0.207268 0.116729 0.0266551 0.159798 0.00854759 0.0465539 
0.107311 0.194122 0.244023 0.0851629 0.0905946 0.072889 0.0162792 0.122694 0.00685925 0.0600648 
0.104589 0.0484802 0.108587 0.0832122 0.113081 0.114125 0.0212994 0.232492 0.0086826 0.165452 
0.101932 0.0995601 0.0372062 0.0460017 0.0851504 0.10582 0.0116321 0.260372 0.250928 0.00139793 
0.0993361 0.0129467 0.20417 0.0133993 0.0509432 0.0811206 0.397718 0.0633515 0.0725344 0.00448007 
0.0967989 0.246477 0.0629682 0.172244 0.0167658 0.0397747 0.198629 0.0665562 0.0887297 0.0110567 
0.0943175 0.0599584 0.022618 0.139559 0.00567337 0.0466071 0.280474 0.123809 0.189886 0.0370969 
0.0918893 0.11808 0.134221 0.0662196 0.202206 0.0161947 0.137817 0.0721073 0.126421 0.0348439 
0.0895119 0.0212127 0.0616151 0.0426524 0.18297 0.0102077 0.184741 0.108958 0.218023 0.080107 
0.0871832 0.164899 0.00677686 0.00917288 0.120098 0.350968 0.0682894 0.0440191 0.100846 0.0477476 
0.084901 0.0394155 0.258471 0.158733 0.0515178 0.165482 0.0525006 0.0361535 0.0956744 0.0571506 
0.0826636 0.0864228 0.0969106 0.112649 0.0437959 0.184332 0.069839 0.050359 0.156556 0.116472 
0.0804689 0.00550172 0.036288 0.0789661 0.0279745 0.197614 0.0810016 0.0598386 0.225156 0.207191 
0.0783153 0.292975 0.130024 0.0214637 0.00196394 0.0980825 0.0406833 0.0298501 0.143552 0.163089 
0.0762013 0.0671291 0.0740959 0.00423049 0.536178 0.0398035 0.0155303 0.010647 0.073207 0.102978 
0.0741253 0.130404 0.0164143 0.387985 0.125004 0.0340236 0.0110439 0.00581169 0.0780874 0.1371 
0.0720859 0.025966 0.139436 0.171873 0.129969 0.0439784 0.00838643 0.366705 0.0129065 0.0286939 
0.0700817 0.183734 0.0457802 0.0952525 0.0936375 0.0338659 0.340508 0.101064 0.00929412 0.0267831 
0.0681114 0.045192 0.00316129 0.068542 0.0855552 0.0287876 0.374797 0.20926 0.0239 0.0926934 
0.066174 0.0954981 0.34427 0.0164631 0.030718 0.00660823 0.192833 0.140478 0.0162954 0.0906618 
0.0642682 0.0094665 0.126415 0.305114 0.0146942 0.263608 0.079287 0.0691692 0.00677893 0.0611987 
0.0623929 0.226581 0.0365199 0.13703 0.284011 0.10062 0.0470777 0.0474036 0.00274844 0.0556156 
0.0605472 0.0564023 0.219131 0.0814459 0.175663 0.127211 0.0721764 0.0823965 0.123988 0.001039 
0.05873 0.113027 0.0848809 0.05044 0.14504 0.137738 0.087855 0.112889 0.196639 0.0127612 
0.0569405 0.0176969 0.0286385 0.0229393 0.128346 0.150784 0.103886 0.150411 0.301702 0.0386556 
0.0551777 0.156708 0.142743 0.208666 0.0431048 0.0633092 0.0457953 0.0754752 0.17428 0.0347403 
0.0534408 0.0358337 0.0681324 0.154733 0.04062 0.0807612 0.0597022 0.114682 0.30629 0.0858045 
0.0517291 0.0821468 0.0111115 0.094302 0.0191237 0.0687355 0.050085 0.117811 0.367876 0.137079 
0.0500418 0.0018682 0.311204 0.0373298 0.278937 0.020417 0.0136366 0.0440385 0.163924 0.078603 
0.0483781 0.432746 0.0644697 0.00824111 0.127252 0.0118452 0.00555064 0.0360645 0.165448 0.100004 
0.0467373 0.0774212 0.0387679 0.236794 0.119539 0.00607373 0.327858 0.0127449 0.0765014 0.0575617 
0.0451188 0.148831 0.178781 0.104259 0.0728633 0.237727 0.111729 0.00555355 0.0492818 0.0458558 
0.043522 0.0325881 0.0856329 0.0827509 0.0699616 0.265832 0.181237 0.00584792 0.108259 0.124369 
0.0419462 0.213674 0.0183727 0.0361584 0.0371847 0.199993 0.163622 0.255043 0.0140356 0.0199702 
0.0403909 0.0533472 0.149175 0.00829976 0.015471 0.180779 0.167924 0.280935 0.0373354 0.0663421 
0.0388555 0.108708 0.0567695 0.200027 0.251758 0.06817 0.0701894 0.130997 0.0229149 0.0516101 
0.0373395 0.0148823 0.00683226 0.141549 0.216012 0.0918083 0.103735 0.218647 0.043119 0.126076 
0.0358423 0.272283 0.194825 0.0436614 0.0858963 0.0447282 0.055455 0.133885 0.0269802 0.106442 
0.0343635 0.0654598 0.101689 0.0330465 0.10104 0.0597518 0.0822329 0.232507 0.043366 0.246544 
0.0329027 0.128281 0.0314287 0.00326233 0.0696855 0.0449278 0.0709743 0.243936 0.0363188 0.338283 
0.0314592 0.0236854 0.188888 0.349956 0.0198386 0.0134528 0.0268881 0.120217 0.00999957 0.215616 
0.0300328 0.17911 0.066027 0.159966 0.00918693 0.00583164 0.0237891 0.159916 0.362084 0.00405696 
0.0286229 0.0431369 0.0173099 0.121381 0.307823 0.245473 0.00378829 0.0611252 0.160424 0.0109164 
0.0272292 0.0935587 0.131745 0.0565019 0.177139 0.194718 0.214228 0.0234999 0.0719121 0.00946805 
0.0258514 0.00682422 0.0568735 0.0289061 0.158864 0.217031 0.261603 0.045647 0.164875 0.0335245 
0.0244889 0.325079 0.00115326 0.238639 0.0513005 0.0868665 0.11601 0.0237253 0.103322 0.0294156 
0.0231415 0.0726126 0.491687 0.0821234 0.0267218 0.0589987 0.0872795 0.0185218 0.100818 0.0380954 
0.0218088 0.14057 0.120407 0.0861573 0.0277201 0.0928772 0.15307 0.0303497 0.22014 0.106899 
0.0204904 0.0285816 0.052727 0.0592533 0.0100202 0.0983759 0.183399 0.0291768 0.321403 0.196572 
0.0191862 0.198353 0.207817 0.0138313 0.203524 0.0311572 0.0677923 0.00587725 0.143365 0.109097 
0.0178956 0.0489924 0.100977 0.26149 0.138936 0.0253352 0.0686559 0.293297 0.0228874 0.0215338 
0.0166185 0.102626 0.0304192 0.153063 0.11949 0.0188048 0.0745492 0.350772 0.0618304 0.0718269 
0.0153545 0.0109977 0.186196 0.0849798 0.0829448 0.00518479 0.0617351 0.349606 0.0832252 0.119777 
0.0141033 0.245144 0.0589423 0.0387392 0.0483713 0.29314 0.0210654 0.157022 0.0441217 0.0793506 
0.0128647 0.0607604 0.0148556 0.0152044 0.0350375 0.319108 0.0222913 0.258593 0.0796159 0.181669 
0.0116385 0.121068 0.317471 0.151761 0.00306418 0.116271 0.00390268 0.121458 0.0386598 0.114705 
0.0104243 0.0196776 0.126974 0.137341 0.239801 0.110411 0.232415 0.0481407 0.0149218 0.0598944 
0.00922184 0.167825 0.03964 0.0755816 0.163771 0.103536 0.224193 0.0745932 0.0207946 0.120844 
0.00803099 0.0388278 0.224716 0.0350306 0.112944 0.0873858 0.207012 0.0862477 0.0188182 0.180987 
0.00685147 0.0878763 0.0887623 0.00780491 0.0901136 0.0831235 0.223639 0.107323 0.0126526 0.291854 
0.00568304 0.00294335 0.0278906 0.236852 0.0506497 0.0571203 0.1831 0.0966682 0.334396 0.00469657 
0.00452551 0.372789 0.108057 0.0758799 0.0150711 0.0238185 0.0989821 0.0556373 0.228936 0.016304 
0.00337864 0.0774673 0.0653578 0.0732061 0.00275024 0.0235473 0.154432 0.0897381 0.44936 0.0607626 
0.00224223 0.149296 0.00874546 0.0333756 0.51816 0.0018031 0.0475679 0.0276276 0.174913 0.0362696 
0.00111608 0.0315684 0.295196 0.00180439 0.212453 0.218751 0.0312633 0.0172579 0.147825 0.0427638 
