2.07666	3.01278	
7.03186	0.871491	
6.73387	0.919203	
6.73362	0.919249	
2.07822	3.00089	
2.07666	3.01278	
3.20802	1.91086	
2.06873	3.09281	
14.3144	0.0382718	
13.825	0.06437	
6.24039	1.01503	
6.21499	1.01614	
3.2058	1.91191	
3.1325	1.94616	
2.06887	3.09013	
6.35805	0.990801	
3.38993	1.82701	
3.13456	1.94506	
3.13114	1.94667	
2.06895	3.08878	
14.3212	0.0380065	
13.8248	0.0643766	
7.20015	0.829852	
6.25871	1.01449	
6.21476	1.01618	
3.39015	1.82699	
3.20816	1.91079	
3.16667	1.92938	
3.13113	1.94668	
3.12952	1.94678	
2.08858	2.95172	
2.0885	2.95189	
2.07243	3.04594	
13.8247	0.064377	
9.26259	0.515017	
7.32772	0.807875	
3.16885	1.92832	
11.398	0.264949	
8.01078	0.699885	
8.01077	0.699887	
7.20164	0.829747	
6.99082	0.871553	
7.2009	0.829825	
6.41855	0.978736	
4.52816	1.43059	
3.35046	1.84365	
3.20819	1.91077	
3.20399	1.9126	
3.11444	1.95518	
2.0839	2.97296	
2.07239	3.04594	
2.06748	3.12218	
12.7638	0.145563	
9.26353	0.514936	
9.04939	0.553819	
8.81628	0.585877	
8.0431	0.694831	
7.49679	0.783308	
7.19769	0.830438	
6.92277	0.884554	
6.70673	0.920398	
4.00441	1.59304	
3.95832	1.61842	
3.95902	1.61818	
3.56037	1.76513	
3.34112	1.84779	
2.06738	3.1276	
2.06737	3.12794	
12.7638	0.145563	
12.7637	0.145563	
8.84915	0.581254	
7.49063	0.783522	
6.22023	1.01597	
3.66651	1.71345	
3.56037	1.76513	
3.35047	1.84365	
2.14336	2.79121	
2.08401	2.97294	
2.06737	3.12802	
2.06737	3.12804	
9.37552	0.511596	
7.48863	0.783858	
7.20188	0.829602	
4.47829	1.45127	
3.92856	1.61915	
3.56006	1.76525	
3.39025	1.82696	
3.35252	1.84349	
3.11552	1.95499	
2.30865	2.55301	
2.23301	2.64125	
12.003	0.206726	
11.398	0.264952	
11.3979	0.264952	
9.2633	0.514945	
7.56067	0.772617	
6.91105	0.884977	
4.97577	1.31476	
4.47815	1.45127	
4.38039	1.4808	
4.06402	1.57292	
3.32253	1.8561	
3.24498	1.89173	
12.003	0.206726	
7.98524	0.70074	
7.20338	0.829547	
6.96726	0.872408	
5.1621	1.26063	
4.05585	1.57335	
3.66675	1.71344	
3.25591	1.88731	
3.10488	1.95928	
2.13514	2.80675	
2.07239	3.04594	
14.4337	0.0326728	
8.29438	0.662313	
7.62109	0.762388	
7.20516	0.829209	
6.21476	1.01618	
4.48038	1.45117	
4.47808	1.45128	
3.66639	1.71346	
2.13677	2.80653	
2.06735	3.13345	
11.2806	0.277086	
8.81625	0.585878	
7.48709	0.783912	
4.4777	1.45132	
3.33111	1.8529	
3.24493	1.89173	
3.10475	1.95952	
3.10437	1.95954	
3.10434	1.95955	
2.17856	2.71905	
2.08444	2.96787	
15.182	0.0191222	
13.8247	0.0643771	
11.2804	0.277095	
9.79432	0.460376	
9.53429	0.493699	
8.64298	0.604105	
8.30252	0.661082	
7.62309	0.762057	
7.20568	0.829122	
6.47349	0.965474	
6.22023	1.01597	
5.49177	1.17888	
4.04434	1.57719	
3.11553	1.95499	
12.7604	0.145838	
9.67957	0.463619	
7.7404	0.741421	
6.76841	0.908789	
6.47348	0.965477	
4.7425	1.37072	
3.6199	1.73728	
3.55756	1.76627	
3.33158	1.85286	
3.10433	1.95955	
2.07184	3.05128	
13.8246	0.0643807	
8.64298	0.604105	
7.98524	0.70074	
6.96717	0.872411	
6.22059	1.01588	
6.21464	1.01619	
5.14559	1.26276	
4.38001	1.48092	
4.38002	1.48092	
4.00729	1.59208	
3.6199	1.73728	
3.24402	1.89179	
2.1435	2.79089	
2.13677	2.80653	
2.06735	3.13407	
11.9887	0.208055	
11.3977	0.264961	
9.26329	0.514945	
6.45876	0.968367	
5.27489	1.23164	
3.75476	1.68314	
3.61938	1.73752	
3.39218	1.82523	
3.2436	1.89182	
3.10393	1.95957	
3.10393	1.95957	
10.0302	0.454792	
9.67963	0.463617	
8.38296	0.642252	
7.98358	0.700804	
7.23052	0.827255	
7.19768	0.83044	
6.47397	0.965381	
6.22195	1.01583	
6.21459	1.01621	
5.82852	1.11291	
5.47028	1.17979	
3.62749	1.73685	
3.13807	1.94251	
3.1038	1.95964	
2.14491	2.7895	
7.98348	0.700807	
7.23353	0.827147	
6.70655	0.920404	
6.45852	0.968385	
5.27403	1.23185	
4.70477	1.37552	
4.29757	1.49737	
3.75744	1.67929	
2.13678	2.80652	
6.76857	0.908783	
6.55996	0.947778	
4.47616	1.45178	
4.05251	1.57675	
3.24355	1.89182	
3.13959	1.94248	
6.70655	0.920404	
3.84288	1.64826	
3.2815	1.87502	
10.0526	0.415297	
9.73686	0.461956	
7.7404	0.741421	
6.56563	0.947562	
4.29754	1.49738	
4.28534	1.50112	
3.96111	1.61745	
3.84712	1.64642	
3.1038	1.95964	
2.08525	2.96325	
12.7596	0.145907	
9.42107	0.496947	
7.19768	0.83044	
6.45162	0.969853	
4.28496	1.50124	
3.84712	1.64642	
3.59433	1.7424	
3.26048	1.88521	
2.2086	2.68008	
10.0516	0.415417	
9.73801	0.461899	
7.59011	0.763459	
7.26082	0.81943	
5.82943	1.11271	
5.49848	1.17318	
5.27398	1.23187	
3.85025	1.64537	
3.33159	1.85286	
3.28368	1.87398	
2.06735	3.13409	
10.2511	0.398914	
6.45092	0.969879	
6.28029	1.00376	
5.47028	1.17979	
5.2405	1.23611	
3.4146	1.81548	
11.2799	0.277109	
8.61631	0.604963	
6.68846	0.924071	
5.61186	1.14697	
5.47029	1.17979	
5.38636	1.19968	
4.08941	1.56202	
3.64511	1.72235	
3.1038	1.95964	
3.1038	1.95964	
11.2798	0.277121	
9.42105	0.496947	
8.61626	0.604972	
7.26007	0.819457	
6.76858	0.908781	
6.6887	0.924026	
6.28031	1.00375	
5.38696	1.19966	
5.14559	1.26276	
3.55755	1.76627	
3.39248	1.8251	
2.08481	2.96582	
2.06735	3.13409	
6.76957	0.9086	
6.281	1.00373	
5.61249	1.14695	
5.49908	1.17307	
5.38697	1.19966	
5.14556	1.26277	
4.70483	1.37551	
4.27646	1.50167	
3.85029	1.64535	
3.79824	1.66363	
3.59434	1.7424	
6.68918	0.92399	
6.28851	1.00221	
3.91635	1.62101	
3.29059	1.87352	
3.17486	1.92541	
6.69181	0.923928	
6.56633	0.947535	
5.38823	1.19961	
4.70502	1.37549	
4.052	1.57678	
3.7575	1.67929	
3.59485	1.74216	
3.53415	1.77067	
3.39308	1.82484	
3.33159	1.85286	
3.26049	1.88521	
15.3274	0.015965	
12.7595	0.14591	
11.3939	0.26534	
9.26326	0.514949	
7.98348	0.700807	
7.46257	0.784771	
