0	1.45117
1	0.66516
2	0.454131
3	0.316947
4	0.223019
5	0.192539
6	0.161698
7	0.160258
8	0.156577
9	0.160097
10	0.148859
11	0.148775
12	0.15756
13	0.154594
14	0.160236
15	0.16012
16	0.158122
17	0.156845
18	0.150577
19	0.149066
20	0.149717
21	0.147279
22	0.147614
23	0.144676
24	0.140229
25	0.136513
26	0.134124
27	0.135117
28	0.130525
29	0.127797
30	0.127947
31	0.125973
32	0.123845
33	0.123008
34	0.122166
35	0.12389
36	0.121482
37	0.120395
38	0.118225
39	0.11738
40	0.116531
41	0.116255
42	0.115556
43	0.114543
44	0.113935
45	0.112573
46	0.111536
47	0.111314
48	0.109283
49	0.108779
50	0.107986
51	0.109154
52	0.109223
53	0.108843
54	0.108577
55	0.109688
56	0.109983
57	0.109228
58	0.108803
59	0.108603
60	0.108675
61	0.108463
62	0.10873
63	0.108903
64	0.10857
65	0.108214
66	0.108477
67	0.108227
68	0.108383
69	0.108348
70	0.107886
71	0.107543
72	0.107894
73	0.10744
74	0.107325
75	0.107793
76	0.10768
77	0.107233
78	0.107003
79	0.107003
80	0.107036
81	0.106599
82	0.106273
83	0.106148
84	0.10604
85	0.105611
86	0.105866
87	0.105126
88	0.104917
89	0.105289
90	0.10538
91	0.105275
92	0.104883
93	0.104841
94	0.104738
95	0.104229
96	0.10462
97	0.104724
98	0.104421
99	0.10392
100	0.10362
101	0.103324
102	0.103111
103	0.103013
104	0.10272
105	0.102526
106	0.102741
107	0.102488
108	0.102591
109	0.102882
110	0.10269
111	0.102542
112	0.102491
113	0.102377
114	0.102537
115	0.102442
116	0.102442
117	0.102442
118	0.102254
119	0.102067
120	0.102015
121	0.101736
122	0.101643
123	0.101365
124	0.101164
125	0.101072
126	0.100889
127	0.100707
128	0.100526
129	0.100165
130	0.0999852
131	0.0999852
132	0.0998959
133	0.0998959
134	0.0996282
135	0.0995395
136	0.0994508
137	0.0993622
138	0.0991858
139	0.099098
140	0.0989222
141	0.098747
142	0.098747
143	0.0984857
144	0.0988639
145	0.098777
146	0.0986038
147	0.0985175
148	0.0985175
149	0.0984732
150	0.0984732
151	0.0984732
152	0.0983013
153	0.0983013
154	0.0981296
155	0.0979583
156	0.0979583
157	0.0979583
158	0.0978732
159	0.0977034
160	0.0976183
161	0.0976183
162	0.0974493
163	0.0973651
164	0.0971132
165	0.0970294
166	0.096946
167	0.096946
168	0.096946
169	0.096946
170	0.0972115
171	0.097128
172	0.097128
173	0.097128
174	0.097128
175	0.0969613
176	0.0969613
177	0.0968784
178	0.0967952
179	0.0967952
180	0.0967952
181	0.0967123
182	0.096547
183	0.0963825
184	0.0962187
185	0.0962187
186	0.096137
187	0.0959739
188	0.0959739
189	0.0959739
190	0.0959739
191	0.0958109
192	0.0959091
193	0.095828
194	0.095828
195	0.0957471
196	0.0956663
197	0.0956663
198	0.0956663
199	0.0956663
